SYNPCC7942_2569-MONOMER	SYNPCC7942_2569	Q31K20	orotidine 5'-phosphate decarboxylase	PyrF
SYNPCC7942_2139-MONOMER	SYNPCC7942_2139	Q31LA0	probable glutathione S-transferase	
SYNPCC7942_1413-MONOMER	SYNPCC7942_1413	Q31NC6	conserved hypothetical protein	
SYNPCC7942_2138-MONOMER	SYNPCC7942_2138	Q31LA1	conserved hypothetical protein	
SYNPCC7942_1412-MONOMER	SYNPCC7942_1412	Q31NC7	conserved hypothetical protein	
SYNPCC7942_2137-MONOMER	SYNPCC7942_2137	Q31LA2	Magnesium-chelatase, subunit H	ChlH
SYNPCC7942_1411-MONOMER	SYNPCC7942_1411	Q31NC8	conserved hypothetical protein	
SYNPCC7942_2136-MONOMER	SYNPCC7942_2136	Q31LA3	dihydrodipicolinate reductase	DapB
SYNPCC7942_1410-MONOMER	SYNPCC7942_1410	Q31NC9	2-isopropylmalate synthase	
SYNPCC7942_2135-MONOMER	SYNPCC7942_2135	Q31LA4	conserved hypothetical protein	
SYNPCC7942_1409-MONOMER	SYNPCC7942_1409	Q31ND0	Fe (III) ABC transporter substrate-binding protein	
SYNPCC7942_2134-MONOMER	SYNPCC7942_2134	Q31LA5	N-acetylmuramoyl-L-alanine amidase	cell wall hydrolase
SYNPCC7942_1408-MONOMER	SYNPCC7942_1408	Q31ND1	Fe (III) ABC transporter membrane-associated protein	MapA
SYNPCC7942_2133-MONOMER	SYNPCC7942_2133	Q31LA6	conserved hypothetical protein	
SYNPCC7942_1407-MONOMER	SYNPCC7942_1407	Q31ND2	Fe (III) ABC transporter permease protein	FutB
SYNPCC7942_2132-MONOMER	SYNPCC7942_2132	Q31LA7	phosphoglucosamine mutase	GlmM
SYNPCC7942_1406-MONOMER	SYNPCC7942_1406	Q31ND3	Fe (III) ABC transporter ATP-binding protein	FutC
SYNPCC7942_2131-MONOMER	SYNPCC7942_2131	Q31LA8	probable soluble lytic transglycosylase	Slt
SYNPCC7942_1405-MONOMER	SYNPCC7942_1405	Q31ND4	conserved hypothetical protein	
SYNPCC7942_2130-MONOMER	SYNPCC7942_2130	Q31LA9	conserved hypothetical protein	
SYNPCC7942_1404-MONOMER	SYNPCC7942_1404	Q31ND5	two component transcriptional regulator, winged helix family	
SYNPCC7942_2129-MONOMER	SYNPCC7942_2129	Q31LB0	4Fe-4S ferredoxin iron-sulfur binding domain protein	
SYNPCC7942_1403-MONOMER	SYNPCC7942_1403	Q31ND6	Hydroxyacylglutathione hydrolase	GloB
SYNPCC7942_2128-MONOMER	SYNPCC7942_2128	P35088	Thiol:disulfide interchange protein txlA	TxlA
SYNPCC7942_1402-MONOMER	SYNPCC7942_1402	Q31ND7	conserved hypothetical protein	
SYNPCC7942_2127-MONOMER	SYNPCC7942_2127	P35087	phycobilisome degradation protein NblA	NblA
SYNPCC7942_1401-MONOMER	SYNPCC7942_1401	Q31ND8	conserved hypothetical protein	
SYNPCC7942_2126-MONOMER	SYNPCC7942_2126	P35086	conserved hypothetical protein	
SYNPCC7942_1400-MONOMER	SYNPCC7942_1400	Q31ND9	Endo-1,4-beta-xylanase	XynA
SYNPCC7942_2125-MONOMER	SYNPCC7942_2125	Q31LB4	conserved hypothetical protein	
SYNPCC7942_1399-MONOMER	SYNPCC7942_1399	Q31NE0	conserved hypothetical protein	
SYNPCC7942_2124-MONOMER	SYNPCC7942_2124	Q31LB5	acetylpolyamine aminohydrolase	Bcp
SYNPCC7942_1398-MONOMER	SYNPCC7942_1398	Q31NE1	Cellulose synthase (UDP-forming)	
SYNPCC7942_2123-MONOMER	SYNPCC7942_2123	Q31LB6	anthranilate phosphoribosyltransferase	TrpD
SYNPCC7942_1397-MONOMER	SYNPCC7942_1397	Q31NE2	conserved hypothetical protein	
SYNPCC7942_2122-MONOMER	SYNPCC7942_2122	Q31LB7	carbamoyl-phosphate synthase, small subunit	CarA
SYNPCC7942_1396-MONOMER	SYNPCC7942_1396	Q31NE3	conserved hypothetical protein	
SYNPCC7942_2121-MONOMER	SYNPCC7942_2121	Q31LB8	Anti-sigma F factor antagonist	
SYNPCC7942_1395-MONOMER	SYNPCC7942_1395	Q31NE4	conserved hypothetical protein	
SYNPCC7942_2120-MONOMER	SYNPCC7942_2120	Q31LB9	Ribonuclease III	
SYNPCC7942_1394-MONOMER	SYNPCC7942_1394	Q31NE5	PDZ/DHR/GLGF	
SYNPCC7942_2119-MONOMER	SYNPCC7942_2119	Q31LC0	RNA methyltransferase TrmH, group 3	
SYNPCC7942_1393-MONOMER	SYNPCC7942_1393	Q31NE6	histone deacetylase/AcuC/AphA family protein-like	
SYNPCC7942_2118-MONOMER	SYNPCC7942_2118	Q31LC1	conserved hypothetical protein	
SYNPCC7942_1392-MONOMER	SYNPCC7942_1392	Q31NE7	alkaline phosphatase	PhoA
SYNPCC7942_2117-MONOMER	SYNPCC7942_2117	Q31LC2	glutamyl-tRNA(Gln) amidotransferase, A subunit	GatA
SYNPCC7942_1391-MONOMER	SYNPCC7942_1391	Q31NE8	Mg chelatase-related protein	
SYNPCC7942_2116-MONOMER	SYNPCC7942_2116	Q31LC3	conserved hypothetical protein	
SYNPCC7942_1390-MONOMER	SYNPCC7942_1390	P32084	protein kinase C inhibitor	
SYNPCC7942_2115-MONOMER	SYNPCC7942_2115	Q31LC4	conserved hypothetical protein	
SYNPCC7942_1389-MONOMER	SYNPCC7942_1389	P04997	photosystem II D1 protein	
SYNPCC7942_2114-MONOMER	SYNPCC7942_2114	Q06904	SasA histidine kinase monomer	SasA
SYNPCC7942_1388-MONOMER	SYNPCC7942_1388	Q31NF1	carbonic anhydrase	EcaA, Carbonate dehydratase
SYNPCC7942_2113-MONOMER	SYNPCC7942_2113	Q59988	ribose-phosphate pyrophosphokinase	PrsA
SYNPCC7942_1387-MONOMER	SYNPCC7942_1387	Q31NF2	conserved hypothetical protein	
SYNPCC7942_2112-MONOMER	SYNPCC7942_2112	Q31LC7	conserved hypothetical protein	
SYNPCC7942_1386-MONOMER	SYNPCC7942_1386	Q31NF3	probable adenosyltransferase	
SYNPCC7942_2111-MONOMER	SYNPCC7942_2111	Q31LC8	xylose repressor	XylR
SYNPCC7942_1385-MONOMER	SYNPCC7942_1385	Q31NF4	conserved hypothetical protein	
SYNPCC7942_2110-MONOMER	SYNPCC7942_2110	Q31LC9	methionyl-tRNA formyltransferase	Fmt
SYNPCC7942_1384-MONOMER	SYNPCC7942_1384	Q31NF5	conserved hypothetical protein	
SYNPCC7942_2109-MONOMER	SYNPCC7942_2109	Q31LD0	ATPase	
SYNPCC7942_1383-MONOMER	SYNPCC7942_1383	Q31NF6	Inorganic diphosphatase	
SYNPCC7942_2108-MONOMER	SYNPCC7942_2108	Q31LD1	conserved hypothetical protein	
SYNPCC7942_1382-MONOMER	SYNPCC7942_1382	Q31NF7	diguanylate cyclase/phosphodiesterase (GGDEF &amp; EAL domains) with PAS/PAC sensor(s)	
SYNPCC7942_2107-MONOMER	SYNPCC7942_2107	Q31LD2	ABC-type cyanate transport system periplasmic component	CynA
SYNPCC7942_1381-MONOMER	SYNPCC7942_1381	Q31NF8	ATP-binding component of ABC transporter	
SYNPCC7942_2106-MONOMER	SYNPCC7942_2106	Q7BW13	nitrate transport permease	CynB
SYNPCC7942_1380-MONOMER	SYNPCC7942_1380	Q54756	SulP domain protein	SulP
SYNPCC7942_2105-MONOMER	SYNPCC7942_2105	Q31LD4	cyanate transport ATP-binding subunit	CynD
SYNPCC7942_1379-MONOMER	SYNPCC7942_1379	Q54755	acetyl-CoA carboxylase, biotin carboxylase	AccC
SYNPCC7942_2104-MONOMER	SYNPCC7942_2104	Q59948	cyanate lyase	CynS
SYNPCC7942_1378-MONOMER	SYNPCC7942_1378	Q31NG1	conserved hypothetical protein	
SYNPCC7942_2103-MONOMER	SYNPCC7942_2103	Q31LD6	conserved hypothetical protein	
SYNPCC7942_1377-MONOMER	SYNPCC7942_1377	Q31NG2	metal dependent phosphohydrolase	
SYNPCC7942_2102-MONOMER	SYNPCC7942_2102	Q31LD7	2Fe-2S iron-sulfur cluster binding domain protein	
SYNPCC7942_1376-MONOMER	SYNPCC7942_1376	Q31NG3	hypothetical protein	
SYNPCC7942_2101-MONOMER	SYNPCC7942_2101	Q31LD8	glucose-1-phosphate thymidylyltransferase	RmlA
SYNPCC7942_1375-MONOMER	SYNPCC7942_1375	Q31NG4	conserved hypothetical protein	
SYNPCC7942_2100-MONOMER	SYNPCC7942_2100	Q31LD9	dTDP-glucose 4,6-dehydratase	
SYNPCC7942_1374-MONOMER	SYNPCC7942_1374	Q31NG5	tRNA pseudouridine synthase D	TruD
SYNPCC7942_2099-MONOMER	SYNPCC7942_2099	Q31LE0	dTDP-4-dehydrorhamnose reductase	RfbD
SYNPCC7942_1373-MONOMER	SYNPCC7942_1373	Q31NG6	hydrogenase accessory protein	HupE
SYNPCC7942_2098-MONOMER	SYNPCC7942_2098	Q31LE1	dTDP-4-dehydrorhamnose 3,5-epimerase	
SYNPCC7942_1372-MONOMER	SYNPCC7942_1372	Q31NG7	5-methyltetrahydrofolate--homocysteine methyltransferase	MetH
SYNPCC7942_2097-MONOMER	SYNPCC7942_2097	Q31LE2	conserved hypothetical protein	
SYNPCC7942_1371-MONOMER	SYNPCC7942_1371	Q31NG8	magnesium and cobalt transport protein CorA	CorA
SYNPCC7942_2096-MONOMER	SYNPCC7942_2096	Q31LE3	diguanylate cyclase (GGDEF domain)	
SYNPCC7942_1370-MONOMER	SYNPCC7942_1370	Q31NG9	hypothetical protein	
SYNPCC7942_2095-MONOMER	SYNPCC7942_2095	Q31LE4	conserved hypothetical protein	
SYNPCC7942_1369-MONOMER	SYNPCC7942_1369	Q31NH0	recombination protein RecR	RecR
SYNPCC7942_2094-MONOMER	SYNPCC7942_2094	Q8VPV6	CO2 hydration protein	CupS
SYNPCC7942_1368-MONOMER	SYNPCC7942_1368	Q31NH1	conserved hypothetical protein	
SYNPCC7942_2093-MONOMER	SYNPCC7942_2093	Q8VPV7	CO2 hydration protein	ChpY, CupA
SYNPCC7942_1367-MONOMER	SYNPCC7942_1367	Q31NH2	cytochrome P450	
SYNPCC7942_2092-MONOMER	SYNPCC7942_2092	Q31LE7	proton-translocating NADH-quinone oxidoreductase, subunit NdhD3	
SYNPCC7942_1366-MONOMER	SYNPCC7942_1366	Q31NH3	1,4-dihydroxy-2-naphthoate phytyltransferase	MenA
SYNPCC7942_2091-MONOMER	SYNPCC7942_2091	Q8VPV9	proton-translocating NADH-quinone oxidoreductase, subunit NdhF3	
SYNPCC7942_1365-MONOMER	SYNPCC7942_1365	Q31NH4	Multiple antibiotic resistance (MarC)-related proteins	
SYNPCC7942_2090-MONOMER	SYNPCC7942_2090	Q31LE9	Homoserine dehydrogenase	ThrA
SYNPCC7942_1364-MONOMER	SYNPCC7942_1364	Q31NH5	conserved hypothetical protein	
SYNPCC7942_2089-MONOMER	SYNPCC7942_2089	Q31LF0	Thioredoxin 2	
SYNPCC7942_1363-MONOMER	SYNPCC7942_1363	Q31NH6	hypothetical protein	
SYNPCC7942_2088-MONOMER	SYNPCC7942_2088	Q31LF1	conserved hypothetical protein	
SYNPCC7942_1362-MONOMER	SYNPCC7942_1362	Q31NH7	conserved hypothetical protein	
SYNPCC7942_2087-MONOMER	SYNPCC7942_2087	Q31LF2	imidazoleglycerol phosphate synthase, cyclase subunit	HisF
SYNPCC7942_1361-MONOMER	SYNPCC7942_1361	Q31NH8	conserved hypothetical protein	
SYNPCC7942_2086-MONOMER	SYNPCC7942_2086	Q31LF3	conserved hypothetical protein	
SYNPCC7942_1360-MONOMER	SYNPCC7942_1360	Q31NH9	cell envelope-related function transcriptional attenuator common domain	
SYNPCC7942_2085-MONOMER	SYNPCC7942_2085	Q31LF4	probable anion transporting ATPase	
SYNPCC7942_1359-MONOMER	SYNPCC7942_1359	Q31NI0	coenzyme F420 hydrogenase &beta; subunit	FrhB
SYNPCC7942_2084-MONOMER	SYNPCC7942_2084	Q31LF5	Chlorophyll synthase	ChlG
SYNPCC7942_1358-MONOMER	SYNPCC7942_1358	Q31NI1	conserved hypothetical protein	
SYNPCC7942_2083-MONOMER	SYNPCC7942_2083	Q31LF6	Multiple antibiotic resistance (MarC)-related proteins	MarC
SYNPCC7942_1357-MONOMER	SYNPCC7942_1357	Q31NI2	multi-sensor signal transduction histidine kinase	
SYNPCC7942_2082-MONOMER	SYNPCC7942_2082	Q31LF7	elongation factor EF-G	FusA
SYNPCC7942_1356-MONOMER	SYNPCC7942_1356	Q31NI3	response regulator receiver domain protein (CheY-like)	
SYNPCC7942_2081-MONOMER	SYNPCC7942_2081	Q31LF8	probable glycosyl transferase	
SYNPCC7942_1355-MONOMER	SYNPCC7942_1355	Q31NI4	Two-component response regulator	
SYNPCC7942_2080-MONOMER	SYNPCC7942_2080	Q31LF9	Fructose-6-phosphate phosphoketolase	Xfp
SYNPCC7942_1354-MONOMER	SYNPCC7942_1354	Q31NI5	putative export protein	
SYNPCC7942_2079-MONOMER	SYNPCC7942_2079	Q31LG0	acetate kinase	AckA
SYNPCC7942_1353-MONOMER	SYNPCC7942_1353	Q31NI6	conserved hypothetical protein	
SYNPCC7942_2078-MONOMER	SYNPCC7942_2078	Q31LG1	phosphoglycerate mutase	
SYNPCC7942_1352-MONOMER	SYNPCC7942_1352	Q31NI7	Acetate--CoA ligase	AcsA
SYNPCC7942_2077-MONOMER	SYNPCC7942_2077	Q31LG2	conserved hypothetical protein	
SYNPCC7942_1351-MONOMER	SYNPCC7942_1351	Q31NI8	HAD-superfamily hydrolase subfamily IA, variant 3	
SYNPCC7942_2076-MONOMER	SYNPCC7942_2076	Q31LG3	putative ribosome biogenesis GTPase RsgA	EngC, RsgA, RgsA
SYNPCC7942_1350-MONOMER	SYNPCC7942_1350	Q31NI9	hypothetical protein	
SYNPCC7942_2075-MONOMER	SYNPCC7942_2075	Q31LG4	conserved hypothetical protein	
SYNPCC7942_1349-MONOMER	SYNPCC7942_1349	Q31NJ0	conserved hypothetical protein	
SYNPCC7942_2074-MONOMER	SYNPCC7942_2074	Q31LG5	heat shock protein DnaJ-1	
SYNPCC7942_1348-MONOMER	SYNPCC7942_1348	Q31NJ1	hypothetical protein	
SYNPCC7942_2073-MONOMER	SYNPCC7942_2073	P50020	Heat shock protein Hsp70-1	
SYNPCC7942_1347-MONOMER	SYNPCC7942_1347	Q31NJ2	2-hydroxyacid dehydrogenase-like	
SYNPCC7942_2072-MONOMER	SYNPCC7942_2072	Q59984	heat shock protein GrpE	GrpE
SYNPCC7942_1346-MONOMER	SYNPCC7942_1346	Q31NJ3	NADH dehydrogenase subunit 4L	NdhE
SYNPCC7942_2071-MONOMER	SYNPCC7942_2071	Q31LG8	ATPase	
SYNPCC7942_1345-MONOMER	SYNPCC7942_1345	Q31NJ4	NADH dehydrogenase subunit 6	NdhG
SYNPCC7942_2070-MONOMER	SYNPCC7942_2070	Q31LG9	twitching motility protein	
SYNPCC7942_1344-MONOMER	SYNPCC7942_1344	Q31NJ5	NADH-plastoquinone oxidoreductase, I subunit NADH-quinone oxidoreductase, chain I	NdhI
SYNPCC7942_2069-MONOMER	SYNPCC7942_2069	Q31LH0	fimbrial assembly protein PilC-like	PilC
SYNPCC7942_1343-MONOMER	SYNPCC7942_1343	Q31NJ6	NADH dehydrogenase subunit 1	NdhA
SYNPCC7942_2068-MONOMER	SYNPCC7942_2068	Q31LH1	conserved hypothetical protein	
SYNPCC7942_1342-MONOMER	SYNPCC7942_1342	Q31NJ7	GDP-mannose 4,6-dehydratase	RfbD
SYNPCC7942_2067-MONOMER	SYNPCC7942_2067	Q31LH2	HI0933-like protein	
SYNPCC7942_1341-MONOMER	SYNPCC7942_1341	Q31NJ8	conserved hypothetical protein	
SYNPCC7942_2066-MONOMER	SYNPCC7942_2066	Q31LH3	TIM-barrel protein, yjbN family	
SYNPCC7942_1340-MONOMER	SYNPCC7942_1340	Q31NJ9	Peptide deformylase	Def
SYNPCC7942_2065-MONOMER	SYNPCC7942_2065	Q31LH4	conserved hypothetical protein	
SYNPCC7942_1339-MONOMER	SYNPCC7942_1339	Q31NK0	conserved hypothetical protein	
SYNPCC7942_2064-MONOMER	SYNPCC7942_2064	Q31LH5	phenylalanyl-tRNA synthetase, alpha subunit	PheS
SYNPCC7942_1338-MONOMER	SYNPCC7942_1338	Q31NK1	conserved hypothetical protein	
SYNPCC7942_2063-MONOMER	SYNPCC7942_2063	Q31LH6	stationary-phase survival protein SurE	SurE
SYNPCC7942_1337-MONOMER	SYNPCC7942_1337	Q31NK2	Integrin &alpha; chain	ItgA
SYNPCC7942_2062-MONOMER	SYNPCC7942_2062	Q55276	Lycopene cyclase, beta and epsilon	CrtL
SYNPCC7942_1336-MONOMER	SYNPCC7942_1336	Q31NK3	conserved hypothetical protein	
SYNPCC7942_2061-MONOMER	SYNPCC7942_2061	Q7X386	conserved hypothetical protein	PipX
SYNPCC7942_1335-MONOMER	SYNPCC7942_1335	Q31NK4	probable branched-chain amino acid aminotransferase	PabC
SYNPCC7942_2060-MONOMER	SYNPCC7942_2060	Q31LH9	Protein of unknown function UPF0001	YlmE
SYNPCC7942_1334-MONOMER	SYNPCC7942_1334	Q31NK5	para-aminobenzoate synthase, component I	PabB
SYNPCC7942_2059-MONOMER	SYNPCC7942_2059	Q31LI0	Cdv2	YlmF
SYNPCC7942_1333-MONOMER	SYNPCC7942_1333	Q31NK6	Queuosine biosynthesis protein	ExsB, QueC
SYNPCC7942_2058-MONOMER	SYNPCC7942_2058	Q31LI1	pyrroline-5-carboxylate reductase	ProC
SYNPCC7942_1332-MONOMER	SYNPCC7942_1332	Q31NK7	conserved hypothetical protein	
SYNPCC7942_2057-MONOMER	SYNPCC7942_2057	Q31LI2	Protein of unknown function DUF205	
SYNPCC7942_1331-MONOMER	SYNPCC7942_1331	Q31NK8	CAB/ELIP/HLIP superfamily protein	
SYNPCC7942_2056-MONOMER	SYNPCC7942_2056	Q31LI3	hypothetical protein	
SYNPCC7942_1330-MONOMER	SYNPCC7942_1330	Q31NK9	conserved hypothetical protein	
SYNPCC7942_2055-MONOMER	SYNPCC7942_2055	Q31LI4	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	UbiF
SYNPCC7942_1329-MONOMER	SYNPCC7942_1329	Q31NL0	conserved hypothetical protein	
SYNPCC7942_2054-MONOMER	SYNPCC7942_2054	Q31LI5	conserved hypothetical protein	
SYNPCC7942_1328-MONOMER	SYNPCC7942_1328	Q31NL1	conserved hypothetical protein	
SYNPCC7942_2053-MONOMER	SYNPCC7942_2053	Q31LI6	probable peptidase	
SYNPCC7942_1327-MONOMER	SYNPCC7942_1327	Q31NL2	hypothetical protein	
SYNPCC7942_2052-MONOMER	SYNPCC7942_2052	Q31LI7	probable oligopeptides ABC transporter permease protein	
SYNPCC7942_1326-MONOMER	SYNPCC7942_1326	Q31NL3	transcription-repair coupling factor	Mfd
SYNPCC7942_2051-MONOMER	SYNPCC7942_2051	Q31LI8	conserved hypothetical protein	
SYNPCC7942_1325-MONOMER	SYNPCC7942_1325	Q31NL4	replicative DNA helicase	
SYNPCC7942_2050-MONOMER	SYNPCC7942_2050	Q31LI9	hypothetical protein	
SYNPCC7942_1324-MONOMER	SYNPCC7942_1324	Q31NL5	DNA/RNA helicase, DEAD/DEAH box type	
SYNPCC7942_2049-MONOMER	SYNPCC7942_2049	Q31LJ0	PsaA	photosystem I core protein PsaA
SYNPCC7942_1323-MONOMER	SYNPCC7942_1323	Q31NL6	formamidopyrimidine-DNA glycosylase	MutM
SYNPCC7942_2048-MONOMER	SYNPCC7942_2048	Q31LJ1	PsaB	photosystem I core protein PsaB
SYNPCC7942_1322-MONOMER	SYNPCC7942_1322	Q31NL7	PsaE	photosystem I subunit IV psaE
SYNPCC7942_2047-MONOMER	SYNPCC7942_2047	Q31LJ2	glycine dehydrogenase	GcvP
SYNPCC7942_1321-MONOMER	SYNPCC7942_1321	Q31NL8	conserved hypothetical protein	
SYNPCC7942_2046-MONOMER	SYNPCC7942_2046	Q31LJ3	glycine cleavage system H protein	GcvH
SYNPCC7942_1320-MONOMER	SYNPCC7942_1320	Q31NL9	conserved hypothetical protein	
SYNPCC7942_2045-MONOMER	SYNPCC7942_2045	Q31LJ4	Chromosome segregation protein SMC	Smc
SYNPCC7942_1319-MONOMER	SYNPCC7942_1319	Q31NM0	Pyrimidine operon attenuation protein/uracil phosphoribosyltransferase	PyrR
SYNPCC7942_2044-MONOMER	SYNPCC7942_2044	Q31LJ5	conserved hypothetical protein	
SYNPCC7942_1318-MONOMER	SYNPCC7942_1318	Q31NM1	manganese transport system membrane protein MntB	
SYNPCC7942_2043-MONOMER	SYNPCC7942_2043	Q31LJ6	S-adenosylmethionine decarboxylase	SpeH
SYNPCC7942_1317-MONOMER	SYNPCC7942_1317	Q31NM2	ATPase	
SYNPCC7942_2042-MONOMER	SYNPCC7942_2042	Q31LJ7	conserved hypothetical protein	
SYNPCC7942_1316-MONOMER	SYNPCC7942_1316	Q31NM3	Mn transporter MntC	
SYNPCC7942_2041-MONOMER	SYNPCC7942_2041	Q31LJ8	integral membrane protein MviN	MviN
SYNPCC7942_1315-MONOMER	SYNPCC7942_1315	Q31NM4	gid protein	Gid
SYNPCC7942_2040-MONOMER	SYNPCC7942_2040	Q31LJ9	sugar fermentation stimulation protein	SfsA
SYNPCC7942_1314-MONOMER	SYNPCC7942_1314	Q31NM5	ATP-dependent metalloprotease FtsH	
SYNPCC7942_2039-MONOMER	SYNPCC7942_2039	Q31LK0	conserved hypothetical protein	
SYNPCC7942_1313-MONOMER	SYNPCC7942_1313	Q31NM6	aspartyl-tRNA synthetase	AspS
SYNPCC7942_2038-MONOMER	SYNPCC7942_2038	Q31LK1	transcriptional regulator, XRE family with cupin sensor domain	
SYNPCC7942_1312-MONOMER	SYNPCC7942_1312	Q31NM7	ATPase	
SYNPCC7942_2037-MONOMER	SYNPCC7942_2037	Q31LK2	conserved hypothetical protein	
SYNPCC7942_1311-MONOMER	SYNPCC7942_1311	Q31NM8	conserved hypothetical protein	
SYNPCC7942_2036-MONOMER	SYNPCC7942_2036	Q31LK3	conserved hypothetical protein	
SYNPCC7942_1310-MONOMER	SYNPCC7942_1310	Q9F1R2	CmpR transcriptional regulator	CmpR
SYNPCC7942_2035-MONOMER	SYNPCC7942_2035	Q31LK4	hypothetical protein	
SYNPCC7942_1309-MONOMER	SYNPCC7942_1309	Q9F1R3	methylenetetrahydrofolate reductase	
SYNPCC7942_2034-MONOMER	SYNPCC7942_2034	Q31LK5	conserved hypothetical protein	
SYNPCC7942_1308-MONOMER	SYNPCC7942_1308	Q31NN1	tryptophanyl-tRNA synthetase	TrpS
SYNPCC7942_2033-MONOMER	SYNPCC7942_2033	Q31LK6	conserved hypothetical protein	
SYNPCC7942_1307-MONOMER	SYNPCC7942_1307	Q31NN2	putative ABC-2 type transport system permease protein	
SYNPCC7942_2032-MONOMER	SYNPCC7942_2032	Q31LK7	multidrug-efflux transporter quinolene resistance protein NorA	
SYNPCC7942_1306-MONOMER	SYNPCC7942_1306	Q31NN3	conserved hypothetical protein	
SYNPCC7942_2031-MONOMER	SYNPCC7942_2031	Q31LK8	conserved hypothetical protein	
SYNPCC7942_1305-MONOMER	SYNPCC7942_1305	Q31NN4	ATPase	
SYNPCC7942_2030-MONOMER	SYNPCC7942_2030	Q31LK9	phycobilisome rod-core linker polypeptide	CpcG
SYNPCC7942_1304-MONOMER	SYNPCC7942_1304	Q31NN5	conserved hypothetical protein	
SYNPCC7942_2029-MONOMER	SYNPCC7942_2029	Q31LL0	Glucose-6-phosphate isomerase	Pgi
SYNPCC7942_1303-MONOMER	SYNPCC7942_1303	Q31NN6	conserved hypothetical protein	
SYNPCC7942_2028-MONOMER	SYNPCC7942_2028	Q31LL1	probable glycosyltransferase	
SYNPCC7942_1302-MONOMER	SYNPCC7942_1302	Q31NN7	conserved hypothetical protein	
SYNPCC7942_2027-MONOMER	SYNPCC7942_2027	Q31LL2	probable glycosly transferase	
SYNPCC7942_1301-MONOMER	SYNPCC7942_1301	Q31NN8	ATP-dependent DNA helicase, RecQ family	RecQ
SYNPCC7942_2026-MONOMER	SYNPCC7942_2026	Q31LL3	probable glycosyltransferase	
SYNPCC7942_1300-MONOMER	SYNPCC7942_1300	Q31NN9	conserved hypothetical protein	
SYNPCC7942_2025-MONOMER	SYNPCC7942_2025	Q31LL4	probable glycosyltransferase	
SYNPCC7942_1299-MONOMER	SYNPCC7942_1299	Q31NP0	conserved hypothetical protein	
SYNPCC7942_2024-MONOMER	SYNPCC7942_2024	Q31LL5	conserved hypothetical protein	
SYNPCC7942_1298-MONOMER	SYNPCC7942_1298	Q31NP1	diguanylate cyclase (GGDEF domain)	
SYNPCC7942_2023-MONOMER	SYNPCC7942_2023	Q31LL6	conserved hypothetical protein	
SYNPCC7942_1297-MONOMER	SYNPCC7942_1297	Q31NP2	Malate dehydrogenase (oxaloacetate decarboxylating)	MaeA
SYNPCC7942_2022-MONOMER	SYNPCC7942_2022	Q31LL7	NusA antitermination factor	NusA
SYNPCC7942_1296-MONOMER	SYNPCC7942_1296	Q31NP3	conserved hypothetical protein	
SYNPCC7942_2021-MONOMER	SYNPCC7942_2021	Q31LL8	conserved hypothetical protein	
SYNPCC7942_1295-MONOMER	SYNPCC7942_1295	Q31NP4	Phospholipid/glycerol acyltransferase	
SYNPCC7942_2020-MONOMER	SYNPCC7942_2020	Q31LL9	translation initiation factor IF-2	InfB
SYNPCC7942_1294-MONOMER	SYNPCC7942_1294	Q31NP5	serine/threonine protein kinase	
SYNPCC7942_2019-MONOMER	SYNPCC7942_2019	Q31LM0	conserved hypothetical protein	
SYNPCC7942_1293-MONOMER	SYNPCC7942_1293	P74764	phenylalanyl-tRNA synthetase, beta subunit	PheT
SYNPCC7942_2018-MONOMER	SYNPCC7942_2018	Q31LM1	conserved hypothetical protein	
SYNPCC7942_1292-MONOMER	SYNPCC7942_1292	P74893	DNA primase	DnaG
SYNPCC7942_2017-MONOMER	SYNPCC7942_2017	Q31LM2	conserved hypothetical protein	
SYNPCC7942_1291-MONOMER	SYNPCC7942_1291	P30340	transcriptional repressor	ZiaR, SmtB
SYNPCC7942_2016-MONOMER	SYNPCC7942_2016	Q31LM3	PsbX	photosystem II PsbX protein
SYNPCC7942_1290-MONOMER	SYNPCC7942_1290	P30331	SmtA metallothionein	SmtA
SYNPCC7942_2015-MONOMER	SYNPCC7942_2015	Q31LM4	conserved hypothetical protein YCF66	
SYNPCC7942_1289-MONOMER	SYNPCC7942_1289	Q31NQ0	putative modulator of DNA gyrase	
SYNPCC7942_2014-MONOMER	SYNPCC7942_2014	Q31LM5	conserved hypothetical protein	
SYNPCC7942_1288-MONOMER	SYNPCC7942_1288	Q31NQ1	conserved hypothetical protein	
SYNPCC7942_2013-MONOMER	SYNPCC7942_2013	Q31LM6	conserved hypothetical protein	
SYNPCC7942_1287-MONOMER	SYNPCC7942_1287	Q31NQ2	VCBS domain protein	
SYNPCC7942_2012-MONOMER	SYNPCC7942_2012	Q31LM7	stage II sporulation protein D-like	
SYNPCC7942_1286-MONOMER	SYNPCC7942_1286	Q56207	molybdopterin biosynthesis protein moeA	MoeA
SYNPCC7942_2011-MONOMER	SYNPCC7942_2011	Q31LM8	Ribonuclease Z	Rnz
SYNPCC7942_1285-MONOMER	SYNPCC7942_1285	Q56208	molybdenum cofactor biosynthesis bifunctional protein BC	
SYNPCC7942_2010-MONOMER	SYNPCC7942_2010	Q31LM9	PsbV	cytochrome c550
SYNPCC7942_1284-MONOMER	SYNPCC7942_1284	Q56209	molybdopterin synthase subunit 1	MoaD
SYNPCC7942_1283-MONOMER	SYNPCC7942_1283	Q56210	molybdopterin synthase subunit 2	MoaE
